title,snippet,link
SegFormer: Simple and efficient design for semantic segmentation with transformers,"… We present SegFormer, a simple, efficient yet powerful semantic segmentation framework … We show that this simple and lightweight design is the key to efficient segmentation on …",https://proceedings.neurips.cc/paper/2021/file/64f1f27bf1b4ec22924fd0acb550c235-Paper.pdf
Object-contextual representations for semantic segmentation,"… We evaluate our approach on various challenging semantic segmentation benchmarks. Our … panoptic segmentation task, eg, Panoptic-FPN + OCR achieves \(44.2\%\) on COCO val. …",https://arxiv.org/pdf/1909.11065
Object detection in 20 years: A survey,"… ABSTRACT | Object detection, as of one the most fundamental and … of object detection and its profound impact on the entire computer vision field. If we consider today’s object detection …",https://www.academia.edu/download/115305483/Object_Detection_in_20_Years_A_Survey.pdf
Object detection with deep learning: A review,"… In this paper, we provide a review of deep learning-based object detection frameworks… object detection architectures along with some modifications and useful tricks to improve detection …",https://arxiv.org/pdf/1807.05511.pdf&usg=ALkJrhhpApwNJOmg83O8p2Ua76PNh6tR8A
Recent advances in deep learning for object detection,"… In this paper, we give a comprehensive survey of recent advances in visual object detection … object detection frameworks and organize the survey into three major parts: (i) detection …",https://arxiv.org/pdf/1908.03673
Towards open world object detection,"… We introduce Open World Object Detection, where the object detector is able to label an unknown object as unknown and gradually learn the unknown as the model gets exposed to …",https://openaccess.thecvf.com/content/CVPR2021/papers/Joseph_Towards_Open_World_Object_Detection_CVPR_2021_paper.pdf
Efficientdet: Scalable and efficient object detection,"… method for object detectors, … of object detectors, named EfficientDet, which consistently achieve better accuracy with much fewer parameters and FLOPs than previous object detectors. …",https://openaccess.thecvf.com/content_CVPR_2020/papers/Tan_EfficientDet_Scalable_and_Efficient_Object_Detection_CVPR_2020_paper.pdf
Foveabox: Beyound anchor-based object detection,"… object detectors utilize predefined anchors to enumerate possible locations, scales and aspect ratios for the search of the objects, … design an accurate object detection framework without …",https://arxiv.org/pdf/1904.03797
Deep learning for generic object detection: A survey,"… Historically, much of the effort in the field of object detection has focused on the detection of … object detection systems where the breadth of object detection ability rivals that of humans. …",https://link.springer.com/content/pdf/10.1007/s11263-019-01247-4.pdf
A survey on performance metrics for object-detection algorithms,"… object-detection algorithms. Average precision (AP), for instance, is a popular metric for evaluating the accuracy of object detectors … most used metrics for object detection detaching their …",https://www.researchgate.net/profile/Rafael-Padilla/publication/343194514_A_Survey_on_Performance_Metrics_for_Object-Detection_Algorithms/links/5f1b5a5e45851515ef478268/A-Survey-on-Performance-Metrics-for-Object-Detection-Algorithms.pdf
Detrs beat yolos on real-time object detection,"… Recently, end-to-end Transformer-based detectors (DETRs) have provided an alternative to … -Time DEtection TRansformer (RT-DETR), the first real-time end-to-end object detector to …",http://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_DETRs_Beat_YOLOs_on_Real-time_Object_Detection_CVPR_2024_paper.pdf
"Objects365: A large-scale, high-quality dataset for object detection","… for the continuous improvement of the object detection algorithms, especially for deep … and object detection community. In Table 1, we give statistics of the existing object detection …",https://openaccess.thecvf.com/content_ICCV_2019/papers/Shao_Objects365_A_Large-Scale_High-Quality_Dataset_for_Object_Detection_ICCV_2019_paper.pdf
Imbalance problems in object detection: A review,… We limit the focus of this paper to imbalance problems in object detection. Since the current … related to deep object detectors. Although we restrict our attention to object detection in still …,https://arxiv.org/pdf/1909.00169
Diffusiondet: Diffusion model for object detection,"… successfully adopts it to object detection. In this work, we propose DiffusionDet, which tackles the object detection task with a diffusion model by casting detection as a generative task …",http://openaccess.thecvf.com/content/ICCV2023/papers/Chen_DiffusionDet_Diffusion_Model_for_Object_Detection_ICCV_2023_paper.pdf
A survey of modern deep learning based object detection models,… is the task of classification and localization of objects in an image or video. It has … object detectors. Concise overview of benchmark datasets and evaluation metrics used in detection is …,https://arxiv.org/pdf/2104.11892
Real-time object detection method based on improved YOLOv4-tiny,"… In this section, we have reviewed recent developments rela ted to object detection. In Section 2, we outline the concepts and processes of the YOLOv4-tiny object detection method. I n …",https://arxiv.org/pdf/2011.04244
Dynamic head: Unifying object detection heads with attentions,… framework to unify object detection heads with attentions. By … representation ability of object detection heads without any … the performance over popular object detectors and achieve a …,http://openaccess.thecvf.com/content/CVPR2021/papers/Dai_Dynamic_Head_Unifying_Object_Detection_Heads_With_Attentions_CVPR_2021_paper.pdf
A survey of deep learning-based object detection,"… the one-stage and two-stage detectors. Moreover, we list the traditional and … object detection are analyzed as well. Finally, we discuss the architecture of exploiting these object detection …",https://ieeexplore.ieee.org/iel7/6287639/8600701/08825470.pdf
The multi-modal fusion in visual question answering: a review of attention mechanisms,"… visual question answering can be broadly divided into three steps: extracting features from images, extracting features from questions… semantic analysis, visual question answering, and …",https://peerj.com/articles/cs-1400.pdf
Kvqa: Knowledge-aware visual question answering,"… The Visual Question Answering on our dataset naturally leads to the problem of visual named … To enable visual named entity linking, we also provide a support set containing reference …",https://aaai.org/ojs/index.php/AAAI/article/view/4915/4788
RSVQA: Visual question answering for remote sensing data,… des techniques de Visual Question Answering à des données d’… of visual question answering (VQA) for remote sensing data. … is to answer a free-form and open-ended question about a …,https://arxiv.org/pdf/2003.07333
Drivelm: Driving with graph visual question answering,"… While recent approaches adapt VLMs to driving via single-round visual question answering (… through perception, prediction and planning question-answer pairs, we obtain a suitable …",https://arxiv.org/pdf/2312.14150
Ok-vqa: A visual question answering benchmark requiring external knowledge,"… visual question answering, where the questions require external knowledge resources to be answered… In Table 1 we look at a number of other visual question answering datasets and …",https://openaccess.thecvf.com/content_CVPR_2019/papers/Marino_OK-VQA_A_Visual_Question_Answering_Benchmark_Requiring_External_Knowledge_CVPR_2019_paper.pdf
Vqa-med: Overview of the medical visual question answering task at imageclef 2019,"… rizing the clinical questions, (iii) … visual question answering in the general domain, we conducted a pilot task (VQA-Med 2018) in ImageCLEF 2018 to focus on visual question answering …",https://arodes.hes-so.ch/record/4214/files/Published%20version.pdf
